Date,sma_5,std_5,momentum_5,sma_10,std_10,momentum_10,sma_20,std_20,momentum_20,sma_50,std_50,momentum_50,sma_100,std_100,momentum_100
2021-03-22,57314.35703125,1593.884936873007,-4341.75,57870.018359375,1859.6182739857795,-2802.9453125,55253.11875,3865.101109235601,6150.15625,49993.25953125,6880.577057349983,21414.78515625,40329.08525390625,11655.121398870624,35725.48828125
2021-03-23,56690.36171875,1907.303113684292,-3119.9765625,57219.604296875,1677.275241964648,-6504.140625,55463.15390625,3706.275922743608,4200.703125,50417.294921875,6487.827270635742,21201.76953125,40685.05087890625,11544.5733376844,35596.5625
2021-03-24,55575.884375,2287.653377494066,-5572.38671875,56566.79921875,2013.3187530553828,-6528.05078125,55673.8087890625,3400.451547486099,4213.09765625,50762.574453125,6127.6869515865765,17263.9765625,41020.32708984375,11401.640416290302,33527.62109375
2021-03-25,54253.9875,2218.743614890614,-6609.484375,56146.4953125,2536.9427000208375,-4203.0390625,55812.6515625,3158.577212757649,2776.85546875,51047.215859375,5820.578180538482,14232.0703125,41343.1979296875,11239.70338895638,32287.083984375
2021-03-26,53776.765625,1470.0043577973056,-2386.109375,55979.736328125,2543.6537349570663,-1667.58984375,56123.898046875,2718.944035703659,6224.9296875,51411.44078125,5478.653242821205,18211.24609375,41681.465078125,11139.289076381674,33826.71484375
2021-03-27,54065.6390625,1766.7789416861751,1444.3671875,55689.998046875,2334.1267504452558,-2897.3828125,56362.2390625,2462.006486192007,4766.8203125,51768.02484375,5168.990173899133,17829.203125,42013.14857421875,11065.114321958945,33168.349609375
2021-03-28,54307.99921875,1955.2893840448774,1211.80078125,55499.18046875,2211.9115582787203,-1908.17578125,56547.4501953125,2267.762529409555,3704.22265625,52101.71953125,4875.661606868045,16684.734375,42341.27642578125,10985.967113486497,32812.78515625
2021-03-29,55303.1859375,2226.93990595588,4975.93359375,55439.53515625,2133.2392785445195,-596.453125,56693.754296875,2245.0040635406904,2926.08203125,52478.6546875,4552.277969445972,18846.7578125,42680.08009765625,10932.861094408692,33880.3671875
2021-03-30,56745.8921875,1544.4822732497862,7213.53125,55499.93984375,2230.0216070940687,604.046875,56839.211328125,2292.023458027278,2909.140625,52733.07921875,4549.4946868350125,12721.2265625,43034.4840625,10878.377480736432,35440.396484375
2021-03-31,57502.19609375,1484.575943662444,3781.51953125,55639.480859375,2407.317424056589,1395.41015625,56894.896875,2329.9410665883256,1113.7109375,52981.83375,4540.6994305634735,12437.7265625,43395.6415625,10799.144173436274,36115.75
